Name	Latitude	Longitude	Category	Description
Lick Creek Skirmish	34.53364	-90.76890	History	After the Jan. 11, 1863, battle at Arkansas Post, Gen. Willis Gorman led troops from Helena on a raid up the White River. Col. Powell Clayton and 1,200 cavalrymen went to Big Creek west of Helena when a patrol of 25 men of the 2nd Wisconsin Cavalry was sent back with messages. On arriving at Lick Creek, they found the bridge burned. As they forded the creek, around 200 Confederate horsemen attacked the patrol. The Wisconsin men, armed only with pistols, shot five or six attackers, but were quickly overrun. Only 5 of the 25 men made it to Helena.
Battery B	34.53365	-90.59766	History	<a href='https://www.hmdb.org/m.asp?m=107787' target='_blank'>Visit the website</a> for more info.
Lick Creek Skirmish	34.53365	-90.76890	History	<a href='https://www.hmdb.org/m.asp?m=107709' target='_blank'>Visit the website</a> for more info.
Battery A	34.53620	-90.59176	History	<a href='https://www.hmdb.org/m.asp?m=107784' target='_blank'>Visit the website</a> for more info.
Battery A	34.53624	-90.59170	History	Union forces entrenched on this hill held off repeated assaults by Confederate troops under CSA General Marmaduke on the morning of July 4, 1863, in their attack on Helena CSA General Marsh Walker; Cavalry Brigade consisting of the 5th Arkansas Cavalry Regiment under Col. R.C. Newton an Dobbins Arkansas Cavalry under Col. A. S. Dobbins failed to join the attack on Battery A from Sterling Road. Marmaduke and Walker withdrew their commands shortly before noon.
Fight at the Levee	34.53944	-90.58613	History	<a href='https://www.hmdb.org/m.asp?m=107930' target='_blank'>Visit the website</a> for more info.
Patrick Ronayne Cleburne	34.54192	-90.59286	History	<a href='https://www.hmdb.org/m.asp?m=86787' target='_blank'>Visit the website</a> for more info.
Patrick Ronayne Cleburne	34.54192	-90.59286	History	front: Patrick Ronayne Cleburne, Major General, C.S.A. Born in County Cork, Ireland, March 17, 1828 Killed at Battle of Franklin, Tenn. November 30, 1864. Dulce et decorum est Pro patria mori. Shiloh Cleburne right: Missionary Ridge Richmond, KY'Rest thee, Cleburne! Tears of sadness Flow from hearts thoust nobly won Mem'ry ne'er will cease to cherish Deeds of glory thou hast done.' back: Franklin Ringgold Gap left: Chickamauga Shelton House' a rift revealed The horse and rider, then the scene was dim But on the inner works the death hail rang In dying Cleburne's ears, a battle hymn!'
Let him sleep now with his brave companions	34.54243	-90.59024	History	<a href='https://www.hmdb.org/m.asp?m=107829' target='_blank'>Visit the website</a> for more info.
A Grand Memorial	34.54244	-90.59026	History	<a href='https://www.hmdb.org/m.asp?m=107834' target='_blank'>Visit the website</a> for more info.
Remembering the Fallen	34.54244	-90.59026	History	<a href='https://www.hmdb.org/m.asp?m=107831' target='_blank'>Visit the website</a> for more info.
Service with Distinction	34.54290	-90.59092	History	<a href='https://www.hmdb.org/m.asp?m=51981' target='_blank'>Visit the website</a> for more info.
Service with Distinction	34.54290	-90.59092	History	Seven men from Phillips County, all of them immigrants to Arkansas, became high ranking Confederate officers. They served with honor in the Army of the Tennessee and in the Trans-Mississippi, participating in many decisive battles and campaigns. The Arkansas Frontier, 1835-1861 Many ambitious men came to Phillip County before the Civil War, drawn by the opportunities offered by the frontier. Among them were lawyers Charles Adams and James Tappan Patrick Cleburne, an Irish immigrant Archibald Dobbins, a farmer and Daniel Govan, Thomas Hindman and Lucius Polk - men of means. All enlisted in the Confederate army soon after the war began. Serving the Confederacy,1861-1965 James Tappan saw combat first, leading the 13th Arkansas at Belmont, Missouri, in November 1861. Hindman, Cleburne, Govan, Tappan and Polk fought at the Battle of Shiloh in April 1862. Tappan and Hindman returned to Arkansas but the other fought with the Army of Tennessee at Richmond, Perryville, Stones River, Chattanooga and Missionary Ridge. Hindman rejoined them at Chickamauga and they fought together until he was wounded at Kennesaw Mountain. The rest served together until Cleburne's death at Franklin, Tennessee, in November 1864. Hindman became commander of the military district of the Trans-Mississippi. Adams and Dobbins fought with him at Prairie Grove in December 1862. Adams later commanded the Northern Sub-District of Arkansas. Dobbins led his cavalry regiment at the Battle of Helena on July 4, 1863, and commanded a brigade at the Battle of Big Creek in Phillips County in 1864. Tappan fought in the Red River Campaign at Jenkin's Ferry. Returning from the War After the war Thomas Hindman went to Mexico. He was assassinated soon after returning to Helena. Archibald Dobbins fled to Brazil, where he disappeared. Lucius Polk, his health ruined, retired to his family's home in Tennessee. Charles Adams, Daniel Govan and James Tappan returned to Phillips County. Adams moved to Memphis, practicing law until his death from yellow fever. Govan remained in Helena until 1894, when he accepted a post as an Indian agent in Washington State. James Tappan remained in Helena, serving in the state legislature and twice declining the Democratic nomination for governor.
West Helenas POW Camp	34.54385	-90.64377	History	<a href='https://www.hmdb.org/m.asp?m=262800' target='_blank'>Visit the website</a> for more info.
Made in West Helena	34.54400	-90.64693	History	<a href='https://www.hmdb.org/m.asp?m=262797' target='_blank'>Visit the website</a> for more info.
Unbroken Forest	34.54400	-90.64691	History	<a href='https://www.hmdb.org/m.asp?m=262796' target='_blank'>Visit the website</a> for more info.
Wood Products Capital	34.54401	-90.64694	History	<a href='https://www.hmdb.org/m.asp?m=262798' target='_blank'>Visit the website</a> for more info.
Early Railroads	34.54405	-90.64694	History	<a href='https://www.hmdb.org/m.asp?m=262841' target='_blank'>Visit the website</a> for more info.
A Web of Track	34.54406	-90.64693	History	<a href='https://www.hmdb.org/m.asp?m=262794' target='_blank'>Visit the website</a> for more info.
End of an Era	34.54406	-90.64691	History	<a href='https://www.hmdb.org/m.asp?m=262795' target='_blank'>Visit the website</a> for more info.
Pippengerville	34.55065	-90.58912	History	<a href='https://www.hmdb.org/m.asp?m=133239' target='_blank'>Visit the website</a> for more info.
Bauxite, Arkansas	34.55535	-92.51028	History	Following the discovery of extensive bauxite ore deposits in 1887, an ore drying plant was located here by The Pittsburg Reduction Co. In 1903 a small village was laid out to house the workers. This village which included a bank, hospital, theater and several churches and business houses, became a classic example of the company-owned town. During World War II the community reached a peak of 7000 people when ore from mines located near here supplied the nation with domestic aluminum which was critical in the production of arms.
Bauxite, Arkansas	34.55535	-92.51028	History	<a href='https://www.hmdb.org/m.asp?m=96634' target='_blank'>Visit the website</a> for more info.
Arkansas State Quarter	34.55610	-93.63345	History	<a href='https://www.hmdb.org/m.asp?m=262793' target='_blank'>Visit the website</a> for more info.
C.W. Lewis Stadium	34.55666	-92.60878	History	<a href='https://www.hmdb.org/m.asp?m=131956' target='_blank'>Visit the website</a> for more info.
Montgomery County	34.55740	-93.63271	History	<a href='https://www.hmdb.org/m.asp?m=200633' target='_blank'>Visit the website</a> for more info.
Montgomery County in the Civil War	34.55743	-93.63276	History	<a href='https://www.hmdb.org/m.asp?m=200630' target='_blank'>Visit the website</a> for more info.
Sling Blade - Garrys Burgers	34.55745	-92.57232	Interest	Native Arkansan Billy Bob Thornton’s Academy Award winning film that depicts the life of a man who is released from a psychiatric hospital where he has been hospitalized since he was 12.
Montgomery County Civil War Memorial	34.55751	-93.63268	History	<a href='https://www.hmdb.org/m.asp?m=226211' target='_blank'>Visit the website</a> for more info.
In Memory of Montgomery County Veterans Who Died for Our Freedom	34.55792	-93.63257	History	<a href='https://www.hmdb.org/m.asp?m=262792' target='_blank'>Visit the website</a> for more info.
Sling Blade - Family house	34.55844	-92.58681	Interest	Native Arkansan Billy Bob Thornton’s Academy Award winning film that depicts the life of a man who is released from a psychiatric hospital where he has been hospitalized since he was 12.
Sling Blade - Football field	34.56055	-92.58963	Interest	Native Arkansan Billy Bob Thornton’s Academy Award winning film that depicts the life of a man who is released from a psychiatric hospital where he has been hospitalized since he was 12.
The Gann Building	34.56169	-92.58812	History	<a href='https://www.hmdb.org/m.asp?m=96597' target='_blank'>Visit the website</a> for more info.
The Gann Building	34.56169	-92.58812	History	Built in 1893, the office of Dr. Dewell Gann, Sr. is the only known bauxite building in existence. The building was constructed by patients who could not afford to pay for services he had rendered them. The soft stone was dug from a farm nearby, sawn into blocks with a handsaw and allowed to harden for six weeks. The building served as the Gann Medical Office until 1946 when it was given by Dr. Dewell Gann, Jr. to the City of Benton to be used as a library and later a museum.
Old Southwest Trail	34.56297	-92.58805	History	The Southwest Trail, which passed this point, was one of the first permanent roads across Arkansas. It ran from Missouri through northeastern Arkansas to Little Rock and on through Washington to Fulton on Red River. Thousands of settlers followed this route into Arkansas and Texas. The Southwest Trail was known as The National Road and The Old Military Road.
Old Southwest Trail	34.56297	-92.58805	History	<a href='https://www.hmdb.org/m.asp?m=104050' target='_blank'>Visit the website</a> for more info.
Quapaws, Choctaws, and Chickasaws Passed Here	34.56380	-92.58700	History	The Indian parties followed an ancient trail that became known as the Southwest Trail. The primitive trail took the tribal groups by where you are standing. William S. Lockhart was the first permanent settler in the area, arriving in 1815, at a place where the trail crossed the Saline River. In 1831, Lockhart was named postmaster of the new Saline Crossing post office and was granted exclusive rights to build a toll bridge. Other settlers began to move into the area but preferred higher ground and established Benton in 1833. Quapaws About December 19, 1825, the Quapaw Tribe numbering 455 passed where you are standing along to new homes. In 1824 the Quapaws had signed a treaty giving away the remainder of their tribal land in Arkansas Territory for land among the Caddo Tribe on the Red River in Northern Louisiana. Government agent Antoine Barraque and Chief Heckaton led the emigration. Conditions proved disastrous for the Quapaws in their new home and they again passed here returning to an area near their old homes between June 1827 and 1830. Choctaws Removal of the Choctaws through here began about January 1, 1832 with the passing of a party of 594 Choctaws accompanied by a government agent and Choctaw leader David Folsom. Following behind were two groups from Chief Nitakitchi's district. The first group of 1,305 accompanied by Nitakitchi's Captain Iyacherhopia passed here February 1, 1832. The other 213 of the party accompanied by Chief Nitakitchi come along 3 days later. Between November 23, 1832, and November 21, 1833, six additional government escorted parties passed here with a total of 3,870 Choctaws. Chickasaws On July 25, 1837 agent John M. Millard camped with a party of 516 Chickasaws on the north shore of the Arkansas River opposite Little Rock. The plan was for most of the Chickasaws to go on a steamboat and the rest to go on the road on the north side of the river to Indian Territory. About 300 Chickasaws led by Chief Samuel Sealy refused to go any way other than to cross the Arkansas and start south down the trail. Millard went with the steamboat party and then returned to Little Rock. On August 10, 1837, Millard started down the Southwest Trail in search of Sealy's party. He found some had only traveled five miles. As Millard traveled along he collected more and more of the Chickasaws. By August 12, 1837 he was getting close to this site. He wrote in his journal, This day was taken up in bringing the sick and scattered Indians to the principal party and procuring wagons to send to Little Rock for provisions. Sealy's group reached Indian Territory September 3, 1837. Between 1838 and 1842, at least three other parties of Chickasaws passed here on their way to Indian Territory. One of these groups was led by Chickasaw Ishehotopa. (Left Image Caption) Lt. I.P. Simonton wrote in his journal on December 3, 1832, Crossed the Saline River about 12 o'clock. In consequence of a sudden rise of the river obliged to ferry the sick, women and children. The above receipt is a copy from the National Archives of that transaction with Lockhart. (Quotation on Right Image) We are exceedingly tired. We have just heard of the ratification of the Choctaw Treaty, our doom is sealed. There is no other course for us but to turn our faces to our new homes, towards the setting sun. David Folsom, 1831 (Right Image Caption) David Folsom was an important leader of the Choctaw Nation. He led a party to Indian Territory in 1831, helped his people get settled and plant spring crops, and returned to Mississippi to lead another party west the next year.
Quapaws, Choctaws, and Chickasaws Passed Here	34.56380	-92.58700	History	<a href='https://www.hmdb.org/m.asp?m=96596' target='_blank'>Visit the website</a> for more info.
IOOF Building	34.56432	-92.58795	History	<a href='https://www.hmdb.org/m.asp?m=220449' target='_blank'>Visit the website</a> for more info.
Saline County Records	34.56463	-92.58773	History	As Gen. Frederick Steeles Union army marched toward Little Rock in the summer of 1863, Saline County officials feared their records would be seized or destroyed. They met Aug. 31, 1863, and, saying the Union function is to cut up, mutilate, and destroy the Articles of States and the Records of County, they ordered the county clerk to remove from the Courthouse, to some private place _ the said records. Most of the records vanished during the war, but the county seal was found in modern-day Grant County and returned to Saline County in 2013.
Saline County Records	34.56467	-92.58748	History	As Gen. Frederick Steele's Union army marched toward Little Rock in the summer of 1863, Saline County officials feared their records would be seized or destroyed. They met Aug. 31, 1863, and saying the Union function is to cut up, mutilate, and destroy the Articles of States and the Records of County, they ordered the county clerk to remove from the Courthouse, to some private place ... the said records. Most of the records vanished during the war, but the county seal was found in modern-day Grant County and returned to Saline County in 2013.
Saline County Records	34.56467	-92.58748	History	<a href='https://www.hmdb.org/m.asp?m=96593' target='_blank'>Visit the website</a> for more info.
Saline County Revolutionary War Soldiers	34.56472	-92.58723	History	<a href='https://www.hmdb.org/m.asp?m=96595' target='_blank'>Visit the website</a> for more info.
Saline County Revolutionary War Soldiers	34.56472	-92.58723	History	In honor of two Revolutionary War soldiers who chose Saline County, Arkansas as their home. After enlisting in the spring of 1777, they served through the winter at Valley Forge and to the end of the war in 1783. ASHER BAGLEY, Private BENJAMIN BRYANT, Private Ogden's Company 1st New Jersey Regiment of Foot Army of the Revolution
Saline Countys Everlasting Tribute	34.56483	-92.58718	History	<a href='https://www.hmdb.org/m.asp?m=96594' target='_blank'>Visit the website</a> for more info.
Saline Countys Everlasting Tribute	34.56483	-92.58718	History	Saline County's Everlasting Tribute Here we enshrine forever the glorious memory of the living and the dead who through their valiant efforts and bitter sacrifice kept us a free people Theirs Not to Reason Why, Theirs But to Do and Die We the citizens of Saline County have caused this monument to be erected forever to serve the cause of peace May God grant unto us the courage and wisdom to protect forever the freedoms for which they fought Lest We Forget These Gave All World War I 1917 - 1918 James Armstrong' John Ballard' David F. Church' Charles Cravens' Claude Davis' Roy L. Elrod' Eugene Garland' Hugh Grant' William Y. Hogue' John Grogan' John A. Johnson' Charles Liserby' Plummer Milham' Oscar F. Miller' Joe McGee' Howard H. Rye' James L. Rigsby' Tommye Trouttman' Roma Williams' Sherman Washington World War II 1941 - 1945 William L. Adams' John B. Alley' Robert L. Ambrose' James A. Beaty' William J. Beaty' William E. Beck' Daniel L. Bogue' Eddie M. Bond' Reuben V. Brewer' Wilbur Brown' Clyde V. Bruce' Louie A. Brummett' Ted G. Byrd, Jr' John T. Baver' Clarence E. Childress' Bruce T. Byers' Herman L. Caple' James H. Chambers' John M. Callahan' Ernest B. Callison' Carl W. Dailly' John M. Callison, Jr' Hulett Ewell' Wayne W. Fewell' William H. Ealey' Vernon J. Fowler' Carthel Gillis' Jesse Roy Gee' Henry W. Golleher' Herbert A. Greer' Luther T. Hendrixon' Leroy M. Hill' Leonard Hubanks' Cumbie D. Holloway' Ralph L. Jackson' James C. Kent' Charles L. Jackson' Richard B. Jones' William Long' John Winfred Jones' Delmar E. King' Carl F. Moore' Christian Lequieu' George W. Mason' Harold M. Moore' Eugene O. Meyer' Raymond McGill' James A. Polk' Harvey M. Marshall' Billie McMillan' James H. Nix' Alsie A. Porterfield' Casey D. Poe' James Rasburry' Raymond F. Rogers' Beuford D. Rhodes' Cletis Shoptaw' Dennis B. Stedman' Charles E. Taylor' John W. Tinkle' Charlie Wilkerson' Dallas M. Wright' Herman M. Warford' George W. Willmon' James G. Wilson' John H. Wilkerson' Leonard E. Wheeler' John D. Young' Charles L. Tubbs Korea Billy Ray Ables' Raymond R. Brown' Marvin M. Dodson' Maxie G. Harrison' Robert W. Kenzel' Lloyd Wayne Landers' Floyd Earl Scott Vietnam Jerry Dale Cantrell' Douglas Joe Carpenter' Morris E. Cash' Delmar Lee Crockett, Jr.' Cario Fuller' John H. Harding' Carl Wayne Hill' Thomas Lee Hoover' Paul E. Jackson' Charles Ray Moore' Gregory Keith Reeves' Dennis Truman Robbins' John Norman Wickliffe' Ronald Bryson Vann' Eddie F. Robinson Operation Iraqi Freedom Operation Enduring Freedom Kevin N. Morehead' William W. Labadie
Saline County in the Civil War	34.56519	-92.58700	History	Saline County held 6,640 people in 1860, including 749 slaves. Jabez. M. Smith, the county's secession convention delegate, voted to leave the Union. The Saline Guards formed in 1861 and became Co. E, 1st Arkansas Infantry (C.S.). Their captain, James Fagan, ended the war a major general. As many as 1,300 Saline County men in 24 companies fought for the Confederacy; two companies of local men formed for Union service. The Union army occupied Benton in late 1863 and built fortifications, including one that was named after Col. Cyrus Bussey. In 1864, David O. Dodd, whose grandparentsDavid and Sarah Dodd lived on Military Road in Benton, was hanged as a spy in Little Rock. The Battle of Jenkins' Ferry, the last action of the Camden Expedition, was fought just past the southern border of Saline County April 29-30. Col. William Crawford of Benton led a Confederate cavalry unit and fought at Prairie D'Ane and Poison Spring, among others. A skirmish between Col. John Logan's Confederate troops and Union cavalry was was fought at Hurricane Creek near modern-day Bryant on October 23, 1864.
Saline County in the Civil War	34.56520	-92.58698	History	Saline County held 6,640 people in 1860, including 749 slaves. Jabez M. Smith, the county's secession convention delegate, voted to leave the Union. The Saline Guards formed in 1861 and became Co. E, 1st Arkansas Infantry (C.S.). Their captain, James Fagan, ended the war a major general. As many as 1,300 Saline County men in 24 companies fought for the Confederacy two companies of local men formed for Union service. The Union army occupied Benton in late 1863 and built fortifications, including one that was named after Col. Cyrus Bussey. In 1864, David O. Dodd, whose grandparents David and Sarah Dodd lived on Military Road in Benton, was hanged as a spy in Little Rock. The Battle of Jenkins' Ferry, the last action of the Camden Expedition, was fought just past the southern border of Saline County April 29-30. Col. William Crawford of Benton led a Confederate cavalry unit and fought at Prairie D'Ane and Poison Spring, among others. A skirmish between Col. John Logan's Confederate troops and Union cavalry was fought at Hurricane Creek near modern-day Bryant on October 23, 1864.
Saline County in the Civil War	34.56520	-92.58698	History	<a href='https://www.hmdb.org/m.asp?m=96592' target='_blank'>Visit the website</a> for more info.
Bicentennial - Saline District Memorial	34.56537	-92.58725	History	<a href='https://www.hmdb.org/m.asp?m=247819' target='_blank'>Visit the website</a> for more info.
Persian Gulf War Memorial	34.56537	-92.58698	History	<a href='https://www.hmdb.org/m.asp?m=172523' target='_blank'>Visit the website</a> for more info.
Operation Iraqi Freedom / Operation Enduring Freedom Memorial	34.56539	-92.58702	History	<a href='https://www.hmdb.org/m.asp?m=172524' target='_blank'>Visit the website</a> for more info.
The Benton Courier	34.56648	-92.58800	History	<a href='https://www.hmdb.org/m.asp?m=104055' target='_blank'>Visit the website</a> for more info.
The Benton Courier	34.56648	-92.58800	History	Founded in 1876 by W.A. Webber as The Saline County Digest, this was the first newspaper and is the oldest continuously operated business in Saline County. The name was changed to The Review in 1882 and to The Courier in 1883. The original office was located on the southeast corner of Main and Sevier Streets in a building previously used as a saloon and later the county jail. The Courier has chronicled the births and deaths, achievements and failures, triumphs and tragedies of the people of Saline County for over a century.
De Soto Trail	34.56939	-92.58568	History	<a href='https://www.hmdb.org/m.asp?m=96588' target='_blank'>Visit the website</a> for more info.
De Soto Trail	34.56939	-92.58568	History	By here the De Soto expedition marched September 7, 1541.
The Niloak Pottery	34.57535	-92.57871	History	Founded in 1910 by C. D.'Bullet' Hyten, a master potter, the Niloak Pottery operated in Benton for 37 years. The unique multicolored spiral pieces were hand turned using natural colored clays dug from nearby'Pottery Hill.' Niloak, kaolin spelled backwards, was used by several Arkansas Governors as the official state gift. No two pieces were ever alike. Niloak was sold on the international market and reached a peak output of 75,000 pieces annually. The pottery's showroom was located just north of this spot.
The Niloak Pottery	34.57535	-92.57871	History	<a href='https://www.hmdb.org/m.asp?m=104026' target='_blank'>Visit the website</a> for more info.
11th Arkansas Infantry, C.S.A.	34.57898	-92.58881	History	<a href='https://www.hmdb.org/m.asp?m=96586' target='_blank'>Visit the website</a> for more info.
11th Arkansas Infantry, C.S.A.	34.57898	-92.58881	History	The 11th Arkansas Infantry organized at Benton in July 1861 and Saline County men served in 6 of its 10 companies. The 11th was captured in the Island No. 10 campaign in April 1862 and spent 5 months in Union prisons, later serving in Louisiana and Mississippi, where it consolidated with the 17th Arkansas Infantry and served as a mounted unit they surrendered at Citronelle, Ala., in 1865. Some men of the 11th returned to Arkansas and served in Maj. James Poe's 11th Arkansas Cavalry. Veterans held one of state's first Confederate reunions in 1889.
11th AR Infantry Regiment	34.57900	-92.58882	History	The 11th Arkansas Infantry organized at Benton in July 1861 and Saline County men served in 6 of its 10 companies. The 11th was captured in the Island No. 10 campaign in April 1862 and spent 5 months in Union prisons, later serving in Louisiana and Mississippi, where it consolidated with the 17th Arkansas Infantry and served as a mounted unit; they surrendered at Citronelle, Ala., in 1865. Some men of the 11th returned to Arkansas and served in Maj. James Poe's 11th Arkansas Cavalry. Veterans held one of state's first Confederate reunions in 1889.
George M. Holt	34.58100	-92.57250	History	George M. Holt was born in Tennessee July 4, 1831, and moved to Arkansas before 1859. A doctor, he rose to brigadier general in the pre-war militia and led the 2nd Brigade, 1st Division. The Arkansas Military Board ordered him to raise a regiment in Benton in 1861 that became the 11th Arkansas Infantry. Serving under two Confederate governors, he became adjutant general in 1864. While visiting his family in Benton, Holt was killed on July 25, 1864. Holt was the only Arkansas militia general killed in action. He is buried in Lee Cemetery.
William Ayers Crawford	34.58106	-92.57256	History	William A. Crawford was born June 24, 1825, in Tennessee. Moving to Arkansas, he became a successful politician and Mason and served in the Mexican War. He enlisted in the 1st Arkansas Infantry in 1861, rising to the rank of lieutenant colonel and suffering a severe wound at Shiloh. He returned to to Arkansas and raised two battalions before forming the 1st/10th Arkansas Cavalry, which fought in the Camden Expedition and Price's Missouri Raid. He was a militia general in the Brooks-Baxter war and died July 24, 1874. He is buried here in Lee Cemetery.
George M. Holt / William Ayers Crawford	34.58143	-92.57229	History	<a href='https://www.hmdb.org/m.asp?m=170454' target='_blank'>Visit the website</a> for more info.
Polk County in the Civil War	34.58320	-94.23572	History	Polk County men served on both sides during the Civil War. Two companies of the 4th Arkansas Infantry – Co. I and Co. H, the Polk Invincibles – and Hart's Battery served the Confederacy and at least 73 local men joined the Union army. One man in the 4th, Thomas Harmon, was expelled for deserting. He was hanged after returning to Polk County. Because of its nearness to Texas, both regular and irregular soldiers for both sides roamed and scouted in Polk County, particularly after Union troops occupied Waldron in late 1863 and began operations.  Several Union scouting expeditions traveled through Polk County during December 1863. A Federal detachment captured two men at Dallas on Dec. 6, 1863. Union troops fought Confederate guerrillas at Baker Springs on Jan. 24, 1864, killing 5, wounding 2 and taking 27 prisoners while losing 1 dead and 1 hurt. On May12, 1864, men of the 2nd Arkansas Infantry Regiment (U.S.) were Attacked by Confederate Choctaws, losing 1 man dead and 1 wounded in the skirmish. The Polk County Courthouse at Dallas with all of its records was burned in the war.
Polk County in the Civil War	34.58324	-94.23573	History	<a href='https://www.hmdb.org/m.asp?m=200629' target='_blank'>Visit the website</a> for more info.
The Battle of Hurricane Creek	34.58637	-92.49268	History	After the fall of Little Rock to Union forces in September, 1863, the area immediately south of the Arkansas River became a No Man's Land. On the morning of October 23, 1864, a Federal detachment of the 7th Army Corps, returning to Little Rock after raiding the Confederate Arsenal at Princeton, was engaged by Logan's 11th Arkansas Cavalry, CSA, at a point one mile southeast of this spot. The ensuing battle was fought at the Hurricane Creek Crossing of the Old Camden Road and resulted in 28 men killed, 11 wounded and one captured.
The Battle of Hurricane Creek	34.58637	-92.49268	History	<a href='https://www.hmdb.org/m.asp?m=96635' target='_blank'>Visit the website</a> for more info.
City of Bryant	34.59270	-92.49304	History	<a href='https://www.hmdb.org/m.asp?m=231576' target='_blank'>Visit the website</a> for more info.
Ashley Park	34.59352	-92.49338	History	<a href='https://www.hmdb.org/m.asp?m=231900' target='_blank'>Visit the website</a> for more info.
Communities of the Upper Ouachita River Valley	34.61286	-93.34222	History	<a href='https://www.hmdb.org/m.asp?m=108929' target='_blank'>Visit the website</a> for more info.
Shotgun Stories	34.61988	-92.02533	Interest	2007 film following a fued between two brothers after he death of their father.
The Salem Campground	34.62896	-92.56105	History	<a href='https://www.hmdb.org/m.asp?m=104059' target='_blank'>Visit the website</a> for more info.
The Salem Campground	34.62896	-92.56105	History	In the early days of Saline County's history the settlers would gather here after the crops had been'laid by' for rest, relaxation, and to give thanks to The Lord. The early meetings were held under brush arbors lighted bu pine knots and included daily preaching and singing services. The Salem Camp Meetings were first organized soon after 1830. Annual meetings have been held continuously on this hallowed spot since 1867. During its history many renowned ministers of Methodism have inspired those attending with their great preaching.
The Geographical Center of Arkansas	34.63550	-92.47831	History	The Geographical Center of Arkansas is a few steps north of this highway Erected by The Arkansas Society Daughters of American Colonists Arkansas Centennial 1936
The Geographical Center of Arkansas	34.63578	-92.47831	History	<a href='https://www.hmdb.org/m.asp?m=96637' target='_blank'>Visit the website</a> for more info.
Life in the Swamp	34.64478	-91.05247	History	<a href='https://www.hmdb.org/m.asp?m=155194' target='_blank'>Visit the website</a> for more info.
The Purchase: 1801-1803	34.64490	-91.05281	History	<a href='https://www.hmdb.org/m.asp?m=155195' target='_blank'>Visit the website</a> for more info.
Louisiana Territory: 1682-1800	34.64498	-91.05301	History	<a href='https://www.hmdb.org/m.asp?m=155192' target='_blank'>Visit the website</a> for more info.
The Swamp	34.64513	-91.05326	History	<a href='https://www.hmdb.org/m.asp?m=155188' target='_blank'>Visit the website</a> for more info.
Not For Human Consumption	34.64531	-92.06022	History	<a href='https://www.hmdb.org/m.asp?m=213906' target='_blank'>Visit the website</a> for more info.
Louisiana Purchase State Park	34.64539	-91.05355	History	<a href='https://www.hmdb.org/m.asp?m=155180' target='_blank'>Visit the website</a> for more info.
The Survey: 1815	34.64543	-91.05207	History	<a href='https://www.hmdb.org/m.asp?m=155197' target='_blank'>Visit the website</a> for more info.
Plants Tell a Human Story	34.64546	-92.05997	History	<a href='https://www.hmdb.org/m.asp?m=213797' target='_blank'>Visit the website</a> for more info.
The Plum Bayou Garden	34.64546	-92.05998	History	<a href='https://www.hmdb.org/m.asp?m=215880' target='_blank'>Visit the website</a> for more info.
The Path to Domesticated Plants	34.64550	-92.06002	History	<a href='https://www.hmdb.org/m.asp?m=213828' target='_blank'>Visit the website</a> for more info.
Home to Some; Capitol City to All	34.64557	-92.06058	History	<a href='https://www.hmdb.org/m.asp?m=213788' target='_blank'>Visit the website</a> for more info.
Two Lines Mark the Future of the United States	34.64566	-91.05218	History	<a href='https://www.hmdb.org/m.asp?m=155199' target='_blank'>Visit the website</a> for more info.
Initial Point of the Louisiana Purchase Survey	34.64570	-91.05194	History	<a href='https://www.hmdb.org/m.asp?m=6037' target='_blank'>Visit the website</a> for more info.
The Opening of the American West	34.64574	-91.05205	History	<a href='https://www.hmdb.org/m.asp?m=155200' target='_blank'>Visit the website</a> for more info.
Beginning Point of the Louisiana Purchase Survey	34.64730	-91.05419	History	This stone marks the base established Nov. 10, 1815 from which the lands of the Louisiana Purchase were surveyed by the United States Engineers. The first survey from this point was made to satisfy the claims of the soldiers of the War of 1812 with land bounties.
Primrose Cemetery	34.65898	-92.28771	History	<a href='https://www.hmdb.org/m.asp?m=220389' target='_blank'>Visit the website</a> for more info.
Confederates Last Stand	34.68682	-92.39788	History	<a href='https://www.hmdb.org/m.asp?m=211240' target='_blank'>Visit the website</a> for more info.
Monroe County First Court House	34.69268	-91.31382	History	<a href='https://www.hmdb.org/m.asp?m=153390' target='_blank'>Visit the website</a> for more info.
Clarendon in the Civil War	34.69298	-91.31338	History	<a href='https://www.hmdb.org/m.asp?m=152977' target='_blank'>Visit the website</a> for more info.
Clarendon	34.69368	-91.28813	History	<a href='https://www.hmdb.org/m.asp?m=155262' target='_blank'>Visit the website</a> for more info.
The Little Rock Campaign - Ashleys Mills	34.70174	-92.09592	History	<a href='https://www.hmdb.org/m.asp?m=116519' target='_blank'>Visit the website</a> for more info.
The Little Rock Campaign - Bayou Fourche	34.71683	-92.20758	History	<a href='https://www.hmdb.org/m.asp?m=116532' target='_blank'>Visit the website</a> for more info.
The Little Rock Campaign - River Crossing	34.71952	-92.12084	History	<a href='https://www.hmdb.org/m.asp?m=116523' target='_blank'>Visit the website</a> for more info.
Harris House	34.72140	-92.19793	History	<a href='https://www.hmdb.org/m.asp?m=211548' target='_blank'>Visit the website</a> for more info.
Daisy Bates House	34.72169	-92.28825	History	<a href='https://www.hmdb.org/m.asp?m=211542' target='_blank'>Visit the website</a> for more info.
Battle of Little Rock	34.72191	-92.20144	History	<a href='https://www.hmdb.org/m.asp?m=116460' target='_blank'>Visit the website</a> for more info.
